n_bits,Type,Integer_Value,Compressed_Size_Bytes
49,Random,518828791205900,27
49,Random,529283486693493,27
49,Random,293714578693657,31
49,Random,295595721002115,28
49,Random,403682779948476,27
49,Random,109176686152946,30
49,Random,310631599573137,30
49,Random,202111383628391,29
49,Random,346672755223597,28
49,Random,22526537413804,30
49,Random,270681589728316,27
49,Random,381204466634064,28
49,Random,474765676087285,27
49,Random,395458328764054,28
49,Random,87007243575713,29
49,Random,45424396309628,30
49,Random,39742534032493,27
49,Random,520698633993526,24
49,Random,39721259931511,27
49,Random,416219722288617,32
49,Random,518533045709310,28
49,Random,364814643777044,29
49,Random,164083472074585,29
49,Random,37154673602474,29
49,Random,316892623680348,30
49,Random,269399698945788,30
49,Random,59798170532182,28
49,Random,280417131310472,29
49,Random,373207089707131,30
49,Random,2131710384984,28
49,Random,67237014479684,29
49,Random,4136838125492,29
49,Random,238769202605663,28
49,Random,11515654277588,28
49,Random,23416244931718,29
49,Random,252890139410812,30
49,Random,302627148415441,30
49,Random,311133563739801,32
50,Gradual,1125899906842623,12
50,Gradual,1125899906580479,14
50,Gradual,1121501860069375,17
50,Gradual,1121433140592639,19
50,Gradual,1121433140461567,19
50,Gradual,1120883384647679,18
50,Gradual,1120882847776767,21
50,Gradual,1120882848038911,20
50,Gradual,1120882814484479,20
50,Gradual,1120874224549887,20
50,Gradual,1120874224549879,20
50,Gradual,1118675201294327,24
50,Gradual,1118675201294326,25
50,Gradual,1101083015249910,25
50,Gradual,1101081941508086,27
50,Gradual,1092285848485878,28
50,Gradual,1092285847961590,28
50,Gradual,1092251488223222,28
50,Gradual,1092251488222710,29
50,Gradual,1092801244036598,30
50,Gradual,1092784064167414,26
50,Gradual,1092783795731958,25
50,Gradual,1092783795729910,24
50,Gradual,1092783778952694,25
50,Gradual,1092784852694518,25
50,Gradual,1092784852825590,26
50,Gradual,1110377038870006,29
50,Gradual,1110376904652278,28
50,Gradual,1110376904654326,27
50,Gradual,1110445624131062,26
50,Gradual,1109346112503286,25
50,Gradual,1109346112486902,23
50,Gradual,1109346112486774,24
50,Gradual,1109346112486902,23
50,Gradual,1109346112421366,24
50,Gradual,1109346112417270,25
50,Gradual,1109346112286198,27
50,Gradual,1109346108091894,27
50,Gradual,1109346124869110,26
50,Gradual,1109346124836342,26
50,Gradual,1109346124836340,26
50,Gradual,827871148125684,27
50,Gradual,827871148125428,27
50,Gradual,827871081016564,28
50,Gradual,827871078919412,30
50,Gradual,827871070530804,30
50,Gradual,827802351054068,28
50,Gradual,827802351578356,27
50,Gradual,827802888449268,26
50,Gradual,827802890546420,24
50,Gradual,827798595579124,27
50,Gradual,1109273572289780,26
50,Gradual,1109273576484084,27
50,Gradual,1109273576482036,26
50,Gradual,1109273576486132,26
50,Gradual,1108998698579188,27
50,Gradual,1109067418055924,26
50,Gradual,1109067418055860,26
50,Gradual,1109067415958708,26
50,Gradual,827592439248052,27
50,Gradual,810000253203636,31
50,Gradual,812199276459188,31
50,Gradual,812198739588276,31
50,Gradual,812198739604660,32
50,Gradual,812198739600564,32
50,Gradual,812198739600560,30
50,Gradual,812196592116912,31
50,Gradual,812198739600560,30
50,Gradual,812198739600432,28
50,Gradual,812198739600400,30
50,Gradual,812198735406096,31
50,Gradual,741829991228432,28
50,Gradual,741830024782864,27
50,Gradual,741830024783376,25
50,Gradual,601092536428048,25
50,Gradual,601092538525200,29
50,Gradual,601109718394384,30
50,Gradual,601109718394512,31
50,Gradual,882584695105168,32
50,Gradual,891380788127376,29
50,Gradual,891380788127378,29
50,Gradual,891380787603090,25
50,Gradual,892480299230866,28
50,Gradual,892480836101778,29
50,Gradual,892479762359954,27
50,Gradual,857295390271122,29
50,Gradual,857295390254738,31
50,Gradual,857303980189330,31
50,Gradual,857303980189362,32
50,Gradual,857303980320434,32
50,Gradual,857303963543218,32
50,Gradual,857303963543226,31
50,Gradual,856754207729338,31
50,Gradual,856754207729322,30
50,Gradual,856755281471146,30
50,Gradual,856755281471150,31
50,Gradual,856755281470638,30
50,Gradual,856755281470510,31
50,Gradual,856755281474606,31
50,Gradual,856755247920174,31
50,Gradual,854556224664622,27
50,Random,775524903605476,28
50,Random,525552998954003,28
50,Random,14829672006053,27
50,Random,1000685816593471,31
50,Random,970997077338849,30
50,Random,210918504593603,28
50,Random,250935711683793,29
50,Random,890194542389909,32
50,Random,84236925375590,28
50,Random,195774475214275,33
50,Random,639118781296935,29
50,Random,322678736392488,29
50,Random,96322247845090,29
50,Random,209840530005634,29
50,Random,197827447037395,30
50,Random,979183166487056,31
50,Random,980000938124964,32
50,Random,418106618439266,27
50,Random,252410850279695,31
50,Random,363273028874080,27
50,Random,1002478984172653,30
50,Random,774170385662703,28
50,Random,405114695190364,29
50,Random,321792651433058,25
50,Random,775536317468392,31
50,Random,813413982692981,31
50,Random,865317324583247,31
50,Random,4915965169582,27
50,Random,136126347893198,28
50,Random,90845765607621,29
50,Random,617008212848325,28
50,Random,589965764764067,28
50,Random,223049862045893,30
50,Random,921835496323010,30
50,Random,57569764285957,31
50,Random,1085902040083032,31
50,Random,1099465627764578,29
50,Random,98305930772469,27
50,Random,490158237518889,31
50,Random,32551943595191,32
50,Random,298036966431597,28
50,Random,613116678335404,30
50,Random,827182183943777,28
50,Random,717925206013442,30
50,Random,531417339208809,29
50,Random,965040627790931,28
50,Random,203856922625420,31
50,Random,176361321053286,28
50,Random,443207945294677,28
50,Random,630301248142271,29
50,Random,406235031011600,30
50,Random,319944521636459,30
50,Random,889295900876836,32
50,Random,220553018006987,31
50,Random,1107720977040893,27
50,Random,79288170815575,30
50,Random,704540874755227,29
50,Random,495441960328124,34
50,Random,565478655859563,24
50,Random,677906393432374,33
50,Random,661738543778406,31
50,Random,637348726314840,32
50,Random,119070885796606,29
50,Random,458661744727793,30
50,Random,56359976806806,29
50,Random,615971246304241,30
50,Random,283552571417112,28
50,Random,233183526321303,30
50,Random,24539645695921,30
50,Random,739342810784319,26
50,Random,687780895691666,31
50,Random,603133895958986,32
50,Random,559328395596862,28
50,Random,745646042471467,31
50,Random,920133535891749,28
50,Random,172962256309915,29
50,Random,994816174651611,29
50,Random,307910713436690,31
50,Random,343812593352960,32
50,Random,931928744197953,32
50,Random,234146389234067,29
50,Random,736773202147092,33
50,Random,763357544957732,31
50,Random,832891035050320,32
50,Random,155093575320336,31
50,Random,530094847145849,30
50,Random,170399628405434,31
50,Random,1093327803135312,27
50,Random,135613854002109,31
50,Random,506001799422808,29
50,Random,926756533502261,32
50,Random,1029743425249857,27
50,Random,679662905288684,30
50,Random,1100558371527489,30
50,Random,730886803663261,32
50,Random,923819084412355,33
50,Random,1089128675104519,32
50,Random,843772350562471,28
50,Random,538037893042651,29
50,Random,285079455494065,29
51,Gradual,2251799813685247,12
51,Gradual,2251799813683199,14
51,Gradual,2251799811586047,16
51,Gradual,2251799677368319,18
51,Gradual,2251799677368318,18
51,Gradual,2251799677368062,19
51,Gradual,2251795382400766,20
51,Gradual,2251793234917118,21
51,Gradual,2251793234917054,22
51,Gradual,2251793234919102,21
51,Gradual,2251797529886398,19
51,Gradual,2111060041531070,23
51,Gradual,2111060041531071,23
51,Gradual,2111060041531135,23
51,Gradual,2111060041531127,23
51,Gradual,2111058967789303,23
51,Gradual,2111058934234871,25
51,Gradual,2111058933186295,24
51,Gradual,2111058933186279,25
51,Gradual,2111058933178087,26
51,Gradual,2110990213701351,26
51,Gradual,2110990213701359,26
51,Gradual,2075805841612527,26
51,Gradual,2075805841612783,26
51,Gradual,2075805824835567,27
51,Gradual,2075805824573423,28
51,Gradual,2075805556137967,25
51,Gradual,2073606532882415,25
51,Gradual,2073606465773551,26
51,Gradual,2073606465757167,28
51,Gradual,2214343954112495,26
51,Gradual,2214343949918191,26
51,Gradual,2214309590179823,29
51,Gradual,2214309053308911,27
51,Gradual,2214309057503215,28
51,Gradual,2214309124612079,28
51,Gradual,2213759368798191,31
51,Gradual,2215958392053743,29
51,Gradual,2215683514146799,28
51,Gradual,2215683514145775,29
51,Gradual,2215958392052719,30
51,Gradual,2215958392060911,29
51,Gradual,2215941212191727,29
51,Gradual,2215941145082863,29
51,Gradual,2215941145345007,28
51,Gradual,2215941145344495,27
51,Gradual,2215941413779951,26
51,Gradual,2215937118812655,28
51,Gradual,2215937118747119,30
51,Gradual,2215937185855983,32
51,Gradual,1652987232434671,33
51,Gradual,1652987769305583,32
51,Gradual,1644191676283375,32
51,Gradual,1644191693060591,30
51,Gradual,1644191693056495,31
51,Gradual,1644191693057007,30
51,Gradual,1639793646545903,32
51,Gradual,1639793646545919,31
51,Gradual,1639793378110463,31
51,Gradual,1674977750199295,28
51,Gradual,1674977750199287,30
51,Gradual,1674977783753719,28
51,Gradual,1679375830264823,26
51,Gradual,1679375830133751,27
51,Gradual,1688171923155959,28
51,Gradual,1688171923155895,28
51,Gradual,1617803178978231,30
51,Gradual,1617803111869367,30
51,Gradual,1617803111867319,28
51,Gradual,1617802574996407,32
51,Gradual,1688171319174071,30
51,Gradual,1688171587609527,30
51,Gradual,1688171587609525,30
51,Gradual,1688171587609493,30
51,Gradual,1688171587609365,30
51,Gradual,1670579401564949,30
51,Gradual,1670648121041685,30
51,Gradual,1670648121041684,30
51,Gradual,1670510682088212,29
51,Gradual,1670510682088220,29
51,Gradual,1600141937910556,31
51,Gradual,1600159117779740,32
51,Gradual,1600159117910812,31
51,Gradual,1600159117910844,31
51,Gradual,1600159185019708,31
51,Gradual,1600090465542972,31
51,Gradual,1600090465542974,31
51,Gradual,1600092613026622,29
51,Gradual,1318617636315966,29
51,Gradual,1318755075269438,32
51,Gradual,1318755075270462,30
51,Gradual,1318755209488190,29
51,Gradual,1316556186232638,27
51,Gradual,1316556186232630,28
51,Gradual,1307760093210422,29
51,Gradual,1870710046631734,28
51,Gradual,1870714341599030,26
51,Gradual,1941083085776694,30
51,Gradual,1941083085778742,29
51,Gradual,1941083018669878,30
51,Gradual,1941078723702582,30
51,Random,454866446478978,32
51,Random,2068747633231918,31
51,Random,260075708155073,26
51,Random,1647926190830465,29
51,Random,1520196608173766,29
51,Random,1508510277019135,28
51,Random,907428601957549,31
51,Random,2149484762161965,34
51,Random,2162808604820999,31
51,Random,1416739796379626,32
51,Random,1209319051188766,30
51,Random,1981132426218164,30
51,Random,1241618820142897,32
51,Random,18907534002363,28
51,Random,1233842483823206,32
51,Random,423077289329617,31
51,Random,908569523446085,29
51,Random,510621928522532,29
51,Random,243774626035471,30
51,Random,1027664983158923,32
51,Random,510042332801957,31
51,Random,2237676366152681,31
51,Random,441728533195362,31
51,Random,1437592332798043,30
51,Random,1967797353816883,30
51,Random,1860718935182773,31
51,Random,2001585168251629,28
51,Random,316817391353599,26
51,Random,1109990205037738,27
51,Random,1037194099532544,28
51,Random,588411630251594,29
51,Random,86823604140943,31
51,Random,1779727948509248,29
51,Random,87044774974340,30
51,Random,925865976725430,30
51,Random,1733005789679372,31
51,Random,972332195276474,31
51,Random,41242791190195,30
51,Random,2031695223206155,34
51,Random,789214581732152,30
51,Random,1217582369879641,32
51,Random,471290995127484,31
51,Random,1055997080991839,29
51,Random,2013633258127973,27
51,Random,1203880166493889,30
51,Random,1656833849650472,32
51,Random,420276638238713,28
51,Random,1148034773099123,28
51,Random,792192725436955,32
51,Random,889282686379641,30
51,Random,488816260354527,28
51,Random,993956563725954,28
51,Random,2052633554994696,31
51,Random,463867627785036,32
51,Random,2214328475884351,29
51,Random,1904483440968549,34
51,Random,2104595635836190,30
51,Random,1764561536201181,30
51,Random,2240820070766553,29
51,Random,1389161596204391,28
51,Random,1645479184260501,31
51,Random,927707184563542,32
51,Random,1638312716479772,33
51,Random,1054834564927725,34
51,Random,1593843503848982,30
51,Random,856926870510380,30
51,Random,261059182815117,29
51,Random,1882375853471346,27
51,Random,1007804892728119,29
51,Random,1575824003747137,29
51,Random,793804207885888,31
51,Random,1371501917687287,30
51,Random,1313266432958920,27
51,Random,186014018113433,31
51,Random,1786121176063265,33
51,Random,1226316780340404,30
51,Random,205415242281696,29
51,Random,37878827994730,27
51,Random,777410587944571,29
51,Random,1693154514825936,31
51,Random,76687226878423,28
51,Random,472598665609813,29
51,Random,921137554047130,33
51,Random,675314691960329,29
51,Random,924396246065454,30
51,Random,1082886032521929,34
51,Random,1622438398935589,30
51,Random,863363346318204,31
51,Random,1610693559011806,31
51,Random,1583624647602451,30
51,Random,838547601594069,28
51,Random,2158466223947132,32
51,Random,1746182936452283,31
51,Random,512887568401191,32
51,Random,642031633152926,28
51,Random,173109655634363,27
51,Random,421802920936301,28
51,Random,2099213138057321,30
51,Random,936381552893029,31
51,Random,2182051231000577,28
52,Gradual,4503599627370495,12
52,Gradual,4499201580859391,15
52,Gradual,4499192990924799,16
52,Gradual,4499192990859263,16
52,Gradual,4499191917117439,19
52,Gradual,4499191916986367,21
52,Gradual,3936241963565055,23
52,Gradual,3936207603826687,23
52,Gradual,3901023231737855,25
52,Gradual,3901023231737851,25
52,Gradual,3901023231737850,25
52,Gradual,3901023227543546,26
52,Gradual,3901023227543530,27
52,Gradual,3901023093325802,27
52,Gradual,3900473337511914,27
52,Gradual,3900198459604970,28
52,Gradual,3900198459604906,28
52,Gradual,3900194164637610,28
52,Gradual,3900194164637602,30
52,Gradual,3900195238379426,30
52,Gradual,3900195238444962,27
52,Gradual,3900195238444706,28
52,Gradual,3618720261734050,27
52,Gradual,3548351517556386,28
52,Gradual,3548901273370274,29
52,Gradual,3548901239815842,30
52,Gradual,3548901172706978,31
52,Gradual,3549176050613922,29
52,Gradual,3531583864569506,30
52,Gradual,2405683957726882,29
52,Gradual,2405692547661474,30
52,Gradual,2405692010790562,29
52,Gradual,2405692077899426,29
52,Gradual,2405692082093730,27
52,Gradual,2405692082093728,26
52,Gradual,2405691813658272,28
52,Gradual,2405689666174624,27
52,Gradual,2405690203045536,30
52,Gradual,2405690203043488,31
52,Gradual,2405690202781344,31
52,Gradual,2405724562519712,31
52,Gradual,2405449684612768,32
52,Gradual,2405449617503904,34
52,Gradual,2403250594248352,33
52,Gradual,2403250862683808,32
52,Gradual,2403250896238240,31
52,Gradual,2403251030455968,32
52,Gradual,2403250996901536,30
52,Gradual,2403216637163168,28
52,Gradual,2473585381340832,28
52,Gradual,2473568201471648,28
52,Gradual,2472468689843872,32
52,Gradual,2472399970367136,30
52,Gradual,2472399970367008,30
52,Gradual,2463603877344800,31
52,Gradual,2463603877344804,31
52,Gradual,2463603877336612,33
52,Gradual,2463603877344804,31
52,Gradual,2465802900600356,30
52,Gradual,2466077778507300,30
52,Gradual,2747552755217956,30
52,Gradual,2747277877311012,31
52,Gradual,2747295057180196,31
52,Gradual,2782479429269028,30
52,Gradual,2782479429264932,32
52,Gradual,2782462249395748,30
52,Gradual,2780263226140196,31
52,Gradual,2780263226402340,30
52,Gradual,2780263218013732,31
52,Gradual,2745078845924900,33
52,Gradual,2749476892436004,30
52,Gradual,2749476892436020,31
52,Gradual,2749476892436028,30
52,Gradual,3312426845857340,30
52,Gradual,3312426845857341,30
52,Gradual,3312426841663037,28
52,Gradual,3347611213751869,28
52,Gradual,3348710725379645,30
52,Gradual,3278341981201981,30
52,Gradual,3278359161071165,29
52,Gradual,3278359160022589,30
52,Gradual,3278359160022591,31
52,Gradual,4404259066865215,29
52,Gradual,4404259066857023,28
52,Gradual,4404259067905599,28
52,Gradual,4404259067905087,29
52,Gradual,4369074695816255,30
52,Gradual,4404259067905087,29
52,Gradual,4404259067905083,29
52,Gradual,4406458091160635,27
52,Gradual,4406458091291707,27
52,Gradual,4405358579663931,31
52,Gradual,3842408626242619,29
52,Gradual,3842408625194043,31
52,Gradual,3842408625196091,31
52,Gradual,3842408624933947,30
52,Gradual,3842408624938043,30
52,Gradual,2716508718095419,31
52,Gradual,2716508718095547,29
52,Gradual,2575771229740219,29
52,Gradual,2584567322762427,30
52,Random,1606294248871949,30
52,Random,1223782027233315,31
52,Random,36877501626408,28
52,Random,265233617456962,31
52,Random,3395351821689545,30
52,Random,2181100458843901,28
52,Random,3123821865051932,28
52,Random,1425879931300599,33
52,Random,2105631263795681,31
52,Random,1421958810887569,31
52,Random,4460718730055818,27
52,Random,4370422462649934,28
52,Random,3789351173442493,31
52,Random,4263232240738759,30
52,Random,2164555060446131,32
52,Random,4484147032753930,28
52,Random,4010575040933199,31
52,Random,158546046784493,30
52,Random,1583257584823339,31
52,Random,2631136903338411,30
52,Random,268108082185306,29
52,Random,1323521220958990,31
52,Random,1756272509456983,30
52,Random,868864899030845,33
52,Random,1372176540759406,30
52,Random,2345107070750924,29
52,Random,2677149133623826,29
52,Random,681137713214481,29
52,Random,2144664815105858,28
52,Random,3585426483714470,34
52,Random,2574713402747355,28
52,Random,1047994916327526,28
52,Random,1049340718865205,29
52,Random,1732850413030958,32
52,Random,1819606469503064,30
52,Random,1265948548900434,32
52,Random,2581248035593950,28
52,Random,3923569165862852,28
52,Random,3678326860753677,29
52,Random,1949947089595549,28
52,Random,454942299504660,31
52,Random,3923937431727218,32
52,Random,974132849634341,32
52,Random,990306416888225,31
52,Random,1659718865898660,31
52,Random,1453333062489235,29
52,Random,1739608139833259,31
52,Random,1431812331012550,28
52,Random,860536250244448,29
52,Random,2139352005123661,30
52,Random,2494937698089373,30
52,Random,1057918060075492,30
52,Random,2725890781732860,29
52,Random,2944038488461198,33
52,Random,4275675624877094,31
52,Random,3773967451486638,31
52,Random,3853976131854722,32
52,Random,2548546981726453,31
52,Random,3111307411272484,26
52,Random,553395670549178,26
52,Random,3603522742240498,30
52,Random,4022444520601018,28
52,Random,865384798328096,31
52,Random,3306843811101091,32
52,Random,3137546720734308,27
52,Random,3935678299855774,31
52,Random,3459020584608166,32
52,Random,24839150418172,29
52,Random,2385325502234349,31
52,Random,1768918823540836,30
52,Random,392720395181720,29
52,Random,1971061416153938,26
52,Random,315262400363001,30
52,Random,4143287962798325,30
52,Random,635023142850212,29
52,Random,2733715538566984,28
52,Random,617264282904166,26
52,Random,4414700752107060,30
52,Random,1169251736509364,28
52,Random,3712077788668193,31
52,Random,64609862879076,30
52,Random,3582137908144755,31
52,Random,612498583147980,31
52,Random,4368118718320622,31
52,Random,3499490736920615,30
52,Random,1134850300963997,28
52,Random,2719971621707103,30
52,Random,1129786963460933,31
52,Random,2541859051940272,32
52,Random,148463068344658,32
52,Random,1564797182102693,30
52,Random,643996976725179,28
52,Random,4101740322085829,27
52,Random,898064952233721,30
52,Random,2590738004213741,27
52,Random,2275239691670989,27
52,Random,2198254582004412,30
52,Random,4074494432412901,30
52,Random,3562834158412968,29
52,Random,4284355379137500,28
53,Gradual,9007199254740991,12
53,Gradual,9007199254740959,14
53,Gradual,9007199254740703,16
53,Gradual,8989607068696287,18
53,Gradual,8989469629742815,19
53,Gradual,8989469092871903,20
53,Gradual,8987270069616351,22
53,Gradual,8987270069616335,23
53,Gradual,8987270069616333,24
53,Gradual,8987270069616365,23
53,Gradual,8987270069616621,22
53,Gradual,8986720313802733,21
53,Gradual,8986720313800685,22
53,Gradual,8986720305412077,23
53,Gradual,8916351561234413,26
53,Gradual,8916351561168877,27
53,Gradual,8915252049541101,27
53,Gradual,8352302096119789,27
53,Gradual,8070827119409133,28
53,Gradual,8141195863586797,29
53,Gradual,8141195863586765,30
53,Gradual,8141195595151309,30
53,Gradual,8141195595118541,30
53,Gradual,7015295688275917,32
53,Gradual,7015295956711373,32
53,Gradual,6944927212533709,28
53,Gradual,6804189724178381,29
53,Gradual,6804189707401165,30
53,Gradual,6804120987924429,31
53,Gradual,6803846110017485,30
53,Gradual,6874214854195149,29
53,Gradual,6874214854195141,30
53,Gradual,8000114761037765,30
53,Gradual,8000114761037637,31
53,Gradual,8000114761037573,30
53,Gradual,8000664516851461,31
53,Gradual,8000664516851477,30
53,Gradual,8000664514754325,32
53,Gradual,8000664514756373,31
53,Gradual,7991868421734165,31
53,Gradual,7991868438511381,30
53,Gradual,7991864143544085,32
53,Gradual,7991864145641237,32
53,Gradual,7992001584594709,30
53,Gradual,7987603538083605,31
53,Gradual,7987604074954517,29
53,Gradual,8269079051665173,28
53,Gradual,8270178563292949,30
53,Gradual,8270178563292693,30
53,Gradual,8270178563292949,30
53,Gradual,8270178563292948,31
53,Gradual,8270178546515732,30
53,Gradual,8270178546507540,32
53,Gradual,7144278639664916,34
53,Gradual,7144278639662868,32
53,Gradual,7144278606108436,31
53,Gradual,7707228559529748,29
53,Gradual,7724820745574164,30
53,Gradual,7724820743477012,31
53,Gradual,7865558231832340,29
53,Gradual,7865557963396884,31
53,Gradual,7865557963396885,30
53,Gradual,7865557962872597,29
53,Gradual,7865557962872629,30
53,Gradual,7865557962872373,29
53,Gradual,7865420523918901,30
53,Gradual,7865489243395637,30
53,Gradual,7865626682349109,31
53,Gradual,7865626682381877,32
53,Gradual,7864527170754101,28
53,Gradual,7864527170754109,28
53,Gradual,7864527439189565,28
53,Gradual,7864525291705917,31
53,Gradual,7864529586673213,28
53,Gradual,7864529586669117,28
53,Gradual,7864520996734525,30
53,Gradual,5612721183049277,31
53,Gradual,5612721191437885,31
53,Gradual,5612721191306813,30
53,Gradual,5049771237885501,30
53,Gradual,5049771238409789,29
53,Gradual,5049771238475325,31
53,Gradual,5049771237951037,32
53,Gradual,5049771237688893,33
53,Gradual,7301571051374141,31
53,Gradual,7301571084928573,32
53,Gradual,7283978898884157,32
53,Gradual,7283974603916861,32
53,Gradual,7283974603916863,30
53,Gradual,7283974603916927,31
53,Gradual,7283974603916863,30
53,Gradual,7846924557338175,28
53,Gradual,7811740185249343,28
53,Gradual,7811740118140479,29
53,Gradual,7811740118140447,29
53,Gradual,7811740118402591,29
53,Gradual,7811740185511455,29
53,Gradual,7811740185515551,29
53,Gradual,7811748775450143,30
53,Gradual,7811748775581215,30
53,Gradual,7811748775577119,30
53,Random,1601249664747613,29
53,Random,549808204752550,32
53,Random,4641360864023853,29
53,Random,249734721705714,29
53,Random,8593034439581489,33
53,Random,6779301794044703,31
53,Random,1374401516184379,35
53,Random,7462603981307510,30
53,Random,1169709737237385,32
53,Random,5130142856729213,29
53,Random,8542490640898514,30
53,Random,5186021427834981,31
53,Random,5663546171257911,28
53,Random,296291635502867,32
53,Random,8143516739654636,28
53,Random,2010387931326240,32
53,Random,1733723834781198,32
53,Random,8545205169488187,35
53,Random,4692151169221716,29
53,Random,3725017459553116,33
53,Random,3785703662380675,34
53,Random,6793541191336098,30
53,Random,4445230209830969,29
53,Random,2246002312155574,27
53,Random,7215112716813522,30
53,Random,2679350426758394,29
53,Random,2513861110926435,33
53,Random,7003502075386781,34
53,Random,8214475002984758,34
53,Random,6464413444159797,30
53,Random,6044418078303594,25
53,Random,7321160061776848,30
53,Random,7601404880601860,30
53,Random,5698810791928297,28
53,Random,703854036117530,30
53,Random,2545224383875340,32
53,Random,7303666083238040,29
53,Random,2917755351141812,30
53,Random,6898924478099233,28
53,Random,8330903476920616,30
53,Random,1572156169467565,33
53,Random,1615201857738482,30
53,Random,5018066266106383,32
53,Random,6465082294572411,30
53,Random,7653064353555812,30
53,Random,6528215414612294,31
53,Random,3163270113447096,30
53,Random,8409260326322011,30
53,Random,6339734645815837,31
53,Random,8636392529560402,28
53,Random,2652020915184967,31
53,Random,4506680433451535,31
53,Random,5726193819380578,31
53,Random,8195050178696818,30
53,Random,2133175012224052,32
53,Random,8043851247194815,28
53,Random,5841784902459714,30
53,Random,4886538603767774,31
53,Random,6502542915168333,29
53,Random,1121851517104229,31
53,Random,5776562225722784,32
53,Random,5271481166438097,32
53,Random,7386391228087329,33
53,Random,2817280661984964,29
53,Random,938936967045654,28
53,Random,8565998217707440,28
53,Random,780288125093446,29
53,Random,3811116950323410,31
53,Random,6727100648294274,28
53,Random,1791039574480138,32
53,Random,6160745792626663,34
53,Random,5590503908107343,28
53,Random,4774782022944585,30
53,Random,5657185540556064,31
53,Random,6564734335162521,28
53,Random,2504361227972030,30
53,Random,6029516518033955,30
53,Random,2012936037627634,33
53,Random,1617860372424262,27
53,Random,5473048019271408,31
53,Random,6708461701451398,28
53,Random,2213122173008315,29
53,Random,8581314110202443,29
53,Random,3514924653372764,31
53,Random,4384761927579619,28
53,Random,2186320895320246,30
53,Random,7251122998933319,32
53,Random,2157039657336422,29
53,Random,5734518347792588,29
53,Random,4325553837443425,30
53,Random,5602650717864894,31
53,Random,1219562829473598,31
53,Random,2744588864619387,31
53,Random,4965102451665279,29
53,Random,6193597671086427,28
53,Random,6085461882091866,32
53,Random,570319235476989,33
53,Random,8284057896523713,32
53,Random,5453287849721790,31
53,Random,1586703773069079,32
54,Gradual,18014398509481983,12
54,Gradual,18014389919547391,16
54,Gradual,18014389919285247,16
54,Gradual,18014389919284991,16
54,Gradual,18014355559546623,18
54,Gradual,18014355559546495,19
54,Gradual,18014355559415423,19
54,Gradual,18014355559546495,19
54,Gradual,18014355559545471,19
54,Gradual,18014355542768255,21
54,Gradual,17451405589346943,24
54,Gradual,17451405588298367,24
54,Gradual,17451405584104063,24
54,Gradual,17451405583972991,25
54,Gradual,17451405583973119,24
54,Gradual,17442609490950911,26
54,Gradual,17442609490950903,28
54,Gradual,17442609356733175,27
54,Gradual,17442609356733111,28
54,Gradual,17442609356733109,27
54,Gradual,17442609360927413,28
54,Gradual,17442609360928437,28
54,Gradual,17442605065961141,28
54,Gradual,17442605065960629,31
54,Gradual,17442605082737845,30
54,Gradual,17438207036226741,29
54,Gradual,17438207170444469,29
54,Gradual,17438207153667253,30
54,Gradual,17438207153929397,32
54,Gradual,18001157107350709,27
54,Gradual,18005555153861813,26
54,Gradual,17935186409684149,25
54,Gradual,17935186426461365,25
54,Gradual,17935186426459317,26
54,Gradual,17935186426455221,27
54,Gradual,17935169246586037,28
54,Gradual,17934069734958261,26
54,Gradual,17934069734962357,28
54,Gradual,17942865827984565,27
54,Gradual,17942865827968181,26
54,Gradual,17802128339612853,27
54,Gradual,17802128339743925,28
54,Gradual,17802128071308469,29
54,Gradual,17802128070784181,29
54,Gradual,17801990631830709,28
54,Gradual,17801990615053493,27
54,Gradual,17801990615053495,28
54,Gradual,17801988467569847,28
54,Gradual,13298388840199351,30
54,Gradual,13298388840199223,29
54,Gradual,13296189816943671,27
54,Gradual,13296189816960055,28
54,Gradual,13296189682742327,29
54,Gradual,13296189682676791,27
54,Gradual,13278597496632375,29
54,Gradual,12715647543211063,30
54,Gradual,12715647543211191,30
54,Gradual,12715647543211703,31
54,Gradual,12715647543211702,30
54,Gradual,12715647543211670,29
54,Gradual,12715647543178902,30
54,Gradual,12715647543178910,31
54,Gradual,12715647543178894,31
54,Gradual,12715647544227470,33
54,Gradual,12715647510673038,33
54,Gradual,12715647510673036,33
54,Gradual,12715647509624460,34
54,Gradual,12715656099559052,31
54,Gradual,12715658247042700,29
54,Gradual,12715658280597132,29
54,Gradual,12715657206855308,31
54,Gradual,12715658280597132,29
54,Gradual,12715658297374348,30
54,Gradual,12786027041552012,31
54,Gradual,12786027033163404,30
54,Gradual,12786027033163276,29
54,Gradual,12786027033196044,30
54,Gradual,12786027033163276,29
54,Gradual,12750842661074444,28
54,Gradual,12750567783167500,29
54,Gradual,11624667876324876,29
54,Gradual,11624667876062732,29
54,Gradual,11624667876062748,29
54,Gradual,11554299131885084,29
54,Gradual,11554299131887132,32
54,Gradual,11554299131887134,32
54,Gradual,11554299131887262,32
54,Gradual,11554299131887294,32
54,Gradual,11554299131887166,32
54,Gradual,11554299131887294,32
54,Gradual,11554316311756478,32
54,Gradual,11554320606723774,33
54,Gradual,11554320615112382,29
54,Gradual,11554458054065854,29
54,Gradual,11554732931972798,29
54,Gradual,11555832443600574,28
54,Gradual,11555832376491710,29
54,Gradual,11555832376491708,31
54,Gradual,11555866736230076,29
54,Gradual,11555864588746428,31
54,Gradual,11555864588746420,32
54,Random,16536771969487129,31
